Image,True_Label,Pred_Label
C:\Users\poplo\Desktop\DM\src\images\image_06260.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_06600.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_06117.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_00782.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_07447.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_05558.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_01019.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_00378.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_04937.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_06719.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_05614.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02729.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_00848.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_00663.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_02426.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_06591.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04331.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_01442.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_00973.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_00904.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_04366.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_06475.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04761.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_06182.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02809.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_05394.jpg,0,4
C:\Users\poplo\Desktop\DM\src\images\image_06527.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_06143.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02891.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_03569.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_04711.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03415.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02681.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_04607.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04688.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_00977.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_01280.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_00306.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_06135.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02333.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_03683.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_00279.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_03811.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_02719.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_00159.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02881.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_04922.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_03914.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_02597.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05378.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02125.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_07236.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02556.jpg,1,4
C:\Users\poplo\Desktop\DM\src\images\image_06878.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_06429.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_00264.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_05213.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_00048.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_04111.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04597.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04657.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03480.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_01119.jpg,2,4
C:\Users\poplo\Desktop\DM\src\images\image_04520.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_02403.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_05221.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_01285.jpg,4,3
C:\Users\poplo\Desktop\DM\src\images\image_03208.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_06440.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03893.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03988.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_02979.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_06726.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_04247.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05116.jpg,3,1
C:\Users\poplo\Desktop\DM\src\images\image_04160.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_04102.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_01855.jpg,3,1
C:\Users\poplo\Desktop\DM\src\images\image_06559.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04180.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_02772.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02689.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02646.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_00321.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_03124.jpg,2,4
C:\Users\poplo\Desktop\DM\src\images\image_06750.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_06742.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_00231.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_00989.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_00161.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_00855.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_05260.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02884.jpg,4,3
C:\Users\poplo\Desktop\DM\src\images\image_00571.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_03239.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_03073.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_05072.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_00650.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05613.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02648.jpg,2,3
C:\Users\poplo\Desktop\DM\src\images\image_00819.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_01144.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04218.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_03130.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05273.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_06674.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_05823.jpg,3,1
C:\Users\poplo\Desktop\DM\src\images\image_02141.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_04415.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02166.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02880.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_03223.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_03610.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_04359.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_01297.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_05839.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02054.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_07125.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02676.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03168.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_01065.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05139.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_06831.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_03259.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02544.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_03780.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_01586.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_02242.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_05354.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_01623.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_03966.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_01378.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_06564.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_00595.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_05399.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_00880.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_06420.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_07378.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_01967.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03044.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_00578.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_01766.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_03264.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_01900.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_00503.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_03152.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_06276.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_06813.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_05035.jpg,2,0
C:\Users\poplo\Desktop\DM\src\images\image_07484.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_07414.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04526.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02274.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_06431.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03136.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03519.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_04167.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_00174.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03082.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_06897.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_00228.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_07106.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02788.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_03557.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_00196.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_06666.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_06001.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04901.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02003.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04790.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_00292.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_06658.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_05279.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_07443.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_01959.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_02736.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_03013.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_06646.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_07477.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_02409.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_00900.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_03256.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_04019.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_01690.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_00625.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_03430.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_04010.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_03338.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_07196.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_00070.jpg,4,2
C:\Users\poplo\Desktop\DM\src\images\image_05525.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_03224.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_00291.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04027.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_00030.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_05101.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_03719.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_05257.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_01032.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_03167.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05017.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05236.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_05618.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04910.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02607.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_03414.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02998.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_05132.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_05266.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_06034.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_03190.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_05724.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_06219.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_07203.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_00836.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_05639.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_06710.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_06402.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_05606.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04587.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_06524.jpg,1,3
C:\Users\poplo\Desktop\DM\src\images\image_06154.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_03107.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_02741.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_03110.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_07508.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05868.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_03715.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_07283.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_03416.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04601.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_00259.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_01467.jpg,0,1
C:\Users\poplo\Desktop\DM\src\images\image_06317.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02392.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_03220.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_05685.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_04654.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_06373.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_06670.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_06289.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_05833.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_07132.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_05041.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_06979.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_07089.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_01628.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_00358.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_01725.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_03638.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_04926.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_04460.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_07085.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_00794.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_01399.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_02731.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_05296.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_01222.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_04480.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_07072.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_06061.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04524.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_05291.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_00896.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_06228.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_05107.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_03702.jpg,3,2
C:\Users\poplo\Desktop\DM\src\images\image_01822.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_01343.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_00575.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02977.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_05549.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_02745.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02981.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_02927.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_07556.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_04783.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_03803.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_02439.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02976.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_03145.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_02438.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_03417.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_00078.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_04233.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_07050.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_01788.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_00008.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04463.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_01401.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_05910.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_01404.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_00424.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_03576.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_07546.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_06319.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_04338.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_00926.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_01221.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_00752.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_02377.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_05983.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_00191.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_02907.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_05797.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_03905.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_01809.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_04891.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_00299.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_05065.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_05105.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_01993.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_01764.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_06867.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_04026.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_00606.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_07003.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_00307.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_02031.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_00016.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_07191.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_01375.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_05352.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_01601.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_07336.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_02476.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_00286.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04373.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_04344.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02511.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_01787.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_06048.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_05535.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05626.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_03799.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_00294.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04267.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_06984.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04141.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_02028.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_01738.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02698.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_04620.jpg,1,4
C:\Users\poplo\Desktop\DM\src\images\image_04073.jpg,0,4
C:\Users\poplo\Desktop\DM\src\images\image_03734.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_04434.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_01085.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_05274.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_00203.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_01204.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_06046.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_04723.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_02205.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_03117.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_00584.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_00668.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_04966.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_05661.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_05798.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_05958.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_00988.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_06971.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04944.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_06948.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_05866.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_06141.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_02815.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_06209.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_06162.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_06678.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_07032.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_00866.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_01403.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_00703.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_01382.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_00066.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02185.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_06012.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_05932.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_01380.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_07551.jpg,3,3
C:\Users\poplo\Desktop\DM\src\images\image_02328.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_00314.jpg,1,3
C:\Users\poplo\Desktop\DM\src\images\image_04067.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_03512.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04763.jpg,2,2
C:\Users\poplo\Desktop\DM\src\images\image_02586.jpg,2,3
C:\Users\poplo\Desktop\DM\src\images\image_02897.jpg,4,2
C:\Users\poplo\Desktop\DM\src\images\image_05324.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_07231.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_03062.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_01483.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04529.jpg,1,1
C:\Users\poplo\Desktop\DM\src\images\image_06284.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_02910.jpg,5,5
C:\Users\poplo\Desktop\DM\src\images\image_06146.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_02329.jpg,4,4
C:\Users\poplo\Desktop\DM\src\images\image_06997.jpg,0,0
C:\Users\poplo\Desktop\DM\src\images\image_04169.jpg,1,2
